match_id,time,avg_summoner_lvl_team_1,avg_match_history_length_team_1,avg_win_rate_team_1,sum_champ_mastery_team_1,avg_summoner_lvl_team_2,avg_match_history_length_team_2,avg_win_rate_team_2,sum_champ_mastery_team_2,winner
NA1_5094193797,2024-08-25 03:36:24.234801,208.0,20.0,0.54,168507,321.4,20.0,0.55,565777,2
NA1_5094159174,2024-08-25 03:37:43.756003,186.2,20.0,0.51,324491,330.0,20.0,0.51,1870938,2
NA1_5094136793,2024-08-25 03:38:12.038469,208.6,20.0,0.5,283547,118.6,20.0,0.49,833633,1
NA1_5093618182,2024-08-25 03:39:30.857782,172.4,18.0,0.46,222576,186.0,20.0,0.46,231934,2
NA1_5093583086,2024-08-25 03:39:58.939983,354.2,20.0,0.46,1335463,517.6,20.0,0.5,809682,1
NA1_5093541729,2024-08-25 03:40:27.194342,156.6,20.0,0.51,342111,237.8,20.0,0.46,777148,1
NA1_5065798442,2024-08-25 03:41:46.439815,282.8,20.0,0.51,749723,467.6,20.0,0.49,260217,2
NA1_5065790822,2024-08-25 03:42:15.057630,428.8,20.0,0.51,433155,314.0,20.0,0.51,1189841,1
NA1_5064126516,2024-08-25 03:43:33.550611,420.0,20.0,0.52,716476,443.4,20.0,0.49,1121573,2
NA1_5093821125,2024-08-25 03:44:01.910801,349.8,19.8,0.48,1122532,183.0,20.0,0.55,870700,2
NA1_5093808708,2024-08-25 03:44:30.341693,370.2,20.0,0.5,5369222,496.6,20.0,0.49,490162,1
NA1_5093797650,2024-08-25 03:45:49.412128,339.4,17.4,0.39,260204,455.6,20.0,0.51,1037773,2
NA1_5013188930,2024-08-25 03:46:17.404703,501.0,20.0,0.42,1650852,222.6,20.0,0.49,3759373,2
NA1_5012686659,2024-08-25 03:47:36.634528,160.8,19.8,0.45,871819,256.2,20.0,0.5,1258134,2
